level,vertebral_number,approach,category,object,side,x,y,length,width,angle,left_x,superior_y,right_x,inferior_y,superior_vert_lateral_pars_x,lateral_tp_x,lateral_pars_x,superior_vert_inferior_pedicle_y,superior_lamina_y,inferior_lamina_y,inferior_pedicle_y,body_center_y,superior_tp_y,inferior_tp_y,inferior_facet_lateral_border_x,inferior_facet_superior_border_y,inferior_facet_inferior_border_y,inferior_facet_medial_border_x,inferior_endplate_y,superior_endplate_y,superior_enplate_inferior_body_y,inferior_endplate_superior_body_y
T12,19,posterior,implant,tp_hook,left,0.476,0.43,,,,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,
L1,20,posterior,implant,tp_hook,left,0.474,0.39,,,,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,
L2,21,posterior,implant,tp_hook,left,0.472,0.36,,,,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,
L3,22,posterior,implant,tp_hook,left,0.47,0.318,,,,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,
L4,23,posterior,implant,tp_hook,left,0.468,0.278,,,,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,
L5,24,posterior,implant,tp_hook,left,0.466,0.238,,,,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,
T1,8,posterior,implant,tp_hook,right,0.524,0.762,,,,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,
T2,9,posterior,implant,tp_hook,right,0.524,0.74,,,,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,
T3,10,posterior,implant,tp_hook,right,0.524,0.716,,,,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,
T4,11,posterior,implant,tp_hook,right,0.524,0.688,,,,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,
T5,12,posterior,implant,tp_hook,right,0.524,0.66,,,,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,
T6,13,posterior,implant,tp_hook,right,0.524,0.63,,,,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,
T7,14,posterior,implant,tp_hook,right,0.524,0.596,,,,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,
T8,15,posterior,implant,tp_hook,right,0.524,0.566,,,,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,
T9,16,posterior,implant,tp_hook,right,0.524,0.532,,,,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,
T10,17,posterior,implant,tp_hook,right,0.524,0.496,,,,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,
T11,18,posterior,implant,tp_hook,right,0.524,0.46,,,,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,
T12,19,posterior,implant,tp_hook,right,0.524,0.43,,,,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,
L1,20,posterior,implant,tp_hook,right,0.526,0.39,,,,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,
L2,21,posterior,implant,tp_hook,right,0.528,0.36,,,,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,
L3,22,posterior,implant,tp_hook,right,0.53,0.318,,,,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,
L4,23,posterior,implant,tp_hook,right,0.532,0.278,,,,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,
L5,24,posterior,implant,tp_hook,right,0.534,0.238,,,,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,
C1,1,posterior,implant,translaminar_screw,left,0.49,0.885,1,0.75,-15,,,,,,,,,,,,0.88,,,,,,,,,,
C2,2,posterior,implant,translaminar_screw,left,0.49,0.869,1,0.75,-15,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,
C3,3,posterior,implant,translaminar_screw,left,0.49,0.849,1,0.75,-15,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,
C4,4,posterior,implant,translaminar_screw,left,0.49,0.829,1,0.75,-15,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,
C5,5,posterior,implant,translaminar_screw,left,0.49,0.81,1,0.75,-15,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,
C6,6,posterior,implant,translaminar_screw,left,0.49,0.792,1,0.75,-15,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,
C7,7,posterior,implant,translaminar_screw,left,0.49,0.773,1,0.75,-15,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,
T1,8,posterior,implant,translaminar_screw,left,0.49,0.749,1,0.75,-15,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,
T2,9,posterior,implant,translaminar_screw,left,0.49,0.725,1,0.75,-15,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,
T3,10,posterior,implant,translaminar_screw,left,0.49,0.701,1,0.75,-15,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,
T4,11,posterior,implant,translaminar_screw,left,0.49,0.671,1,0.75,-15,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,
T5,12,posterior,implant,translaminar_screw,left,0.49,0.642,1,0.75,-15,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,
T6,13,posterior,implant,translaminar_screw,left,0.49,0.61,1,0.75,-15,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,
T7,14,posterior,implant,translaminar_screw,left,0.49,0.578,1,0.75,-15,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,
T8,15,posterior,implant,translaminar_screw,left,0.49,0.544,1,0.75,-15,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,
T9,16,posterior,implant,translaminar_screw,left,0.49,0.511,1,0.75,-15,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,
T10,17,posterior,implant,translaminar_screw,left,0.49,0.48,1,0.75,-15,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,
T11,18,posterior,implant,translaminar_screw,left,0.49,0.445,1,0.75,-15,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,
T12,19,posterior,implant,translaminar_screw,left,0.49,0.407,1,0.75,-15,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,
L1,20,posterior,implant,translaminar_screw,left,0.49,0.372,1,0.75,-15,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,
L2,21,posterior,implant,translaminar_screw,left,0.49,0.335,1,0.75,-15,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,
L3,22,posterior,implant,translaminar_screw,left,0.49,0.298,1,0.75,-15,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,
L4,23,posterior,implant,translaminar_screw,left,0.49,0.26,1,0.75,-15,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,
L5,24,posterior,implant,translaminar_screw,left,0.49,0.224,1,0.75,-15,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,
C1,1,posterior,implant,translaminar_screw,right,0.51,0.885,1,0.75,-15,,,,,,,,,,,,0.88,,,,,,,,,,
C2,2,posterior,implant,translaminar_screw,right,0.51,0.869,1,0.75,-15,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,
C3,3,posterior,implant,translaminar_screw,right,0.51,0.849,1,0.75,-15,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,
C4,4,posterior,implant,translaminar_screw,right,0.51,0.829,1,0.75,-15,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,
C5,5,posterior,implant,translaminar_screw,right,0.51,0.81,1,0.75,-15,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,
C6,6,posterior,implant,translaminar_screw,right,0.51,0.792,1,0.75,-15,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,
C7,7,posterior,implant,translaminar_screw,right,0.51,0.773,1,0.75,-15,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,
T1,8,posterior,implant,translaminar_screw,right,0.51,0.749,1,0.75,-15,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,
T2,9,posterior,implant,translaminar_screw,right,0.51,0.725,1,0.75,-15,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,
T3,10,posterior,implant,translaminar_screw,right,0.51,0.701,1,0.75,-15,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,
T4,11,posterior,implant,translaminar_screw,right,0.51,0.671,1,0.75,-15,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,
T5,12,posterior,implant,translaminar_screw,right,0.51,0.642,1,0.75,-15,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,
T6,13,posterior,implant,translaminar_screw,right,0.51,0.61,1,0.75,-15,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,
T7,14,posterior,implant,translaminar_screw,right,0.51,0.578,1,0.75,-15,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,
T8,15,posterior,implant,translaminar_screw,right,0.51,0.544,1,0.75,-15,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,
T9,16,posterior,implant,translaminar_screw,right,0.51,0.511,1,0.75,-15,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,
T10,17,posterior,implant,translaminar_screw,right,0.51,0.48,1,0.75,-15,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,
T11,18,posterior,implant,translaminar_screw,right,0.51,0.445,1,0.75,-15,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,
T12,19,posterior,implant,translaminar_screw,right,0.51,0.407,1,0.75,-15,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,
L1,20,posterior,implant,translaminar_screw,right,0.51,0.372,1,0.75,-15,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,
L2,21,posterior,implant,translaminar_screw,right,0.51,0.335,1,0.75,-15,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,
L3,22,posterior,implant,translaminar_screw,right,0.51,0.298,1,0.75,-15,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,
L4,23,posterior,implant,translaminar_screw,right,0.51,0.26,1,0.75,-15,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,
L5,24,posterior,implant,translaminar_screw,right,0.51,0.224,1,0.75,-15,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,
T2-T3,9.5,posterior,interbody,tlif,left,0.491,0.7115,,0.01,,0.484,0.713,0.494,0.71,,,,,,,,,,,,,,,,,,
T3-T4,10.5,posterior,interbody,tlif,left,0.491,0.6845,,0.01,,0.484,0.687,0.494,0.682,,,,,,,,,,,,,,,,,,
T4-T5,11.5,posterior,interbody,tlif,left,0.491,0.6575,,0.01,,0.484,0.658,0.494,0.657,,,,,,,,,,,,,,,,,,
T5-T6,12.5,posterior,interbody,tlif,left,0.491,0.6265,,0.01,,0.484,0.629,0.494,0.624,,,,,,,,,,,,,,,,,,
T6-T7,13.5,posterior,interbody,tlif,left,0.491,0.593,,0.01,,0.484,0.595,0.494,0.591,,,,,,,,,,,,,,,,,,
T7-T8,14.5,posterior,interbody,tlif,left,0.491,0.5635,,0.01,,0.484,0.566,0.494,0.561,,,,,,,,,,,,,,,,,,
T8-T9,15.5,posterior,interbody,tlif,left,0.491,0.529,,0.01,,0.484,0.53,0.494,0.528,,,,,,,,,,,,,,,,,,
T9-T10,16.5,posterior,interbody,tlif,left,0.491,0.497,,0.01,,0.484,0.498,0.494,0.496,,,,,,,,,,,,,,,,,,
T10-T11,17.5,posterior,interbody,tlif,left,0.491,0.464,,0.01,,0.484,0.465,0.494,0.463,,,,,,,,,,,,,,,,,,
T11-T12,18.5,posterior,interbody,tlif,left,0.491,0.425,,0.01,,0.484,0.425,0.494,0.425,,,,,,,,,,,,,,,,,,
T12-L1,19.5,posterior,interbody,tlif,left,0.491,0.3845,,0.01,,0.484,0.386,0.494,0.383,,,,,,,,,,,,,,,,,,
L1-L2,20.5,posterior,interbody,tlif,left,0.491,0.3505,,0.01,,0.484,0.352,0.494,0.349,,,,,,,,,,,,,,,,,,
L2-L3,21.5,posterior,interbody,tlif,left,0.491,0.316,,0.01,,0.484,0.317,0.494,0.315,,,,,,,,,,,,,,,,,,
L3-L4,22.5,posterior,interbody,tlif,left,0.491,0.279,,0.01,,0.484,0.284,0.494,0.274,,,,,,,,,,,,,,,,,,
L4-L5,23.5,posterior,interbody,tlif,left,0.4895,0.2425,,0.013,,0.481,0.247,0.494,0.238,,,,,,,,,,,,,,,,,,
L5-S1,24.5,posterior,interbody,tlif,left,0.487,0.206,,0.018,,0.476,0.214,0.494,0.198,,,,,,,,,,,,,,,,,,
T2-T3,9.5,posterior,interbody,tlif,right,0.509,0.7115,,0.01,,0.506,0.713,0.516,0.71,,,,,,,,,,,,,,,,,,
T3-T4,10.5,posterior,interbody,tlif,right,0.509,0.6845,,0.01,,0.506,0.687,0.516,0.682,,,,,,,,,,,,,,,,,,
T4-T5,11.5,posterior,interbody,tlif,right,0.509,0.6575,,0.01,,0.506,0.658,0.516,0.657,,,,,,,,,,,,,,,,,,
T5-T6,12.5,posterior,interbody,tlif,right,0.509,0.6265,,0.01,,0.506,0.629,0.516,0.624,,,,,,,,,,,,,,,,,,
T6-T7,13.5,posterior,interbody,tlif,right,0.509,0.593,,0.01,,0.506,0.595,0.516,0.591,,,,,,,,,,,,,,,,,,
T7-T8,14.5,posterior,interbody,tlif,right,0.509,0.5635,,0.01,,0.506,0.566,0.516,0.561,,,,,,,,,,,,,,,,,,
T8-T9,15.5,posterior,interbody,tlif,right,0.509,0.529,,0.01,,0.506,0.53,0.516,0.528,,,,,,,,,,,,,,,,,,
T9-T10,16.5,posterior,interbody,tlif,right,0.509,0.497,,0.01,,0.506,0.498,0.516,0.496,,,,,,,,,,,,,,,,,,
T10-T11,17.5,posterior,interbody,tlif,right,0.509,0.464,,0.01,,0.506,0.465,0.516,0.463,,,,,,,,,,,,,,,,,,
T11-T12,18.5,posterior,interbody,tlif,right,0.509,0.425,,0.01,,0.506,0.425,0.516,0.425,,,,,,,,,,,,,,,,,,
T12-L1,19.5,posterior,interbody,tlif,right,0.509,0.3845,,0.01,,0.506,0.386,0.516,0.383,,,,,,,,,,,,,,,,,,
L1-L2,20.5,posterior,interbody,tlif,right,0.509,0.3505,,0.01,,0.506,0.352,0.516,0.349,,,,,,,,,,,,,,,,,,
L2-L3,21.5,posterior,interbody,tlif,right,0.509,0.316,,0.01,,0.506,0.317,0.516,0.315,,,,,,,,,,,,,,,,,,
L3-L4,22.5,posterior,interbody,tlif,right,0.509,0.279,,0.01,,0.506,0.284,0.516,0.274,,,,,,,,,,,,,,,,,,
L4-L5,23.5,posterior,interbody,tlif,right,0.5105,0.2425,,0.013,,0.506,0.247,0.519,0.238,,,,,,,,,,,,,,,,,,
L5-S1,24.5,posterior,interbody,tlif,right,0.513,0.206,,0.018,,0.506,0.214,0.524,0.198,,,,,,,,,,,,,,,,,,
T2-T3,9.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.7115,,0.012,,0.482,0.713,0.494,0.71,,,,,,,,,,,,,,,,,,
T3-T4,10.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.6845,,0.012,,0.482,0.687,0.494,0.682,,,,,,,,,,,,,,,,,,
T4-T5,11.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.6575,,0.012,,0.482,0.658,0.494,0.657,,,,,,,,,,,,,,,,,,
T5-T6,12.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.6265,,0.012,,0.482,0.629,0.494,0.624,,,,,,,,,,,,,,,,,,
T6-T7,13.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.593,,0.012,,0.482,0.595,0.494,0.591,,,,,,,,,,,,,,,,,,
T7-T8,14.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.5635,,0.012,,0.482,0.566,0.494,0.561,,,,,,,,,,,,,,,,,,
T8-T9,15.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.529,,0.012,,0.482,0.53,0.494,0.528,,,,,,,,,,,,,,,,,,
T9-T10,16.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.497,,0.012,,0.482,0.498,0.494,0.496,,,,,,,,,,,,,,,,,,
T10-T11,17.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.464,,0.012,,0.482,0.465,0.494,0.463,,,,,,,,,,,,,,,,,,
T11-T12,18.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.425,,0.012,,0.482,0.425,0.494,0.425,,,,,,,,,,,,,,,,,,
T12-L1,19.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.3845,,0.012,,0.482,0.386,0.494,0.383,,,,,,,,,,,,,,,,,,
L1-L2,20.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.3505,,0.012,,0.482,0.352,0.494,0.349,,,,,,,,,,,,,,,,,,
L2-L3,21.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.316,,0.012,,0.482,0.317,0.494,0.315,,,,,,,,,,,,,,,,,,
L3-L4,22.5,posterior,interbody,no_implant_interbody_fusion,left,0.491,0.279,,0.012,,0.482,0.284,0.494,0.274,,,,,,,,,,,,,,,,,,
L4-L5,23.5,posterior,interbody,no_implant_interbody_fusion,left,0.4895,0.2425,,0.015,,0.479,0.247,0.494,0.238,,,,,,,,,,,,,,,,,,
L5-S1,24.5,posterior,interbody,no_implant_interbody_fusion,left,0.487,0.206,,0.02,,0.474,0.214,0.494,0.198,,,,,,,,,,,,,,,,,,
T2-T3,9.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.7115,,0.012,,0.506,0.713,0.518,0.71,,,,,,,,,,,,,,,,,,
T3-T4,10.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.6845,,0.012,,0.506,0.687,0.518,0.682,,,,,,,,,,,,,,,,,,
T4-T5,11.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.6575,,0.012,,0.506,0.658,0.518,0.657,,,,,,,,,,,,,,,,,,
T5-T6,12.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.6265,,0.012,,0.506,0.629,0.518,0.624,,,,,,,,,,,,,,,,,,
T6-T7,13.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.593,,0.012,,0.506,0.595,0.518,0.591,,,,,,,,,,,,,,,,,,
T7-T8,14.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.5635,,0.012,,0.506,0.566,0.518,0.561,,,,,,,,,,,,,,,,,,
T8-T9,15.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.529,,0.012,,0.506,0.53,0.518,0.528,,,,,,,,,,,,,,,,,,
T9-T10,16.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.497,,0.012,,0.506,0.498,0.518,0.496,,,,,,,,,,,,,,,,,,
T10-T11,17.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.464,,0.012,,0.506,0.465,0.518,0.463,,,,,,,,,,,,,,,,,,
T11-T12,18.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.425,,0.012,,0.506,0.425,0.518,0.425,,,,,,,,,,,,,,,,,,
T12-L1,19.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.3845,,0.012,,0.506,0.386,0.518,0.383,,,,,,,,,,,,,,,,,,
L1-L2,20.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.3505,,0.012,,0.506,0.352,0.518,0.349,,,,,,,,,,,,,,,,,,
L2-L3,21.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.316,,0.012,,0.506,0.317,0.518,0.315,,,,,,,,,,,,,,,,,,
L3-L4,22.5,posterior,interbody,no_implant_interbody_fusion,right,0.509,0.279,,0.012,,0.506,0.284,0.518,0.274,,,,,,,,,,,,,,,,,,
L4-L5,23.5,posterior,interbody,no_implant_interbody_fusion,right,0.5105,0.2425,,0.015,,0.506,0.247,0.521,0.238,,,,,,,,,,,,,,,,,,
L5-S1,24.5,posterior,interbody,no_implant_interbody_fusion,right,0.513,0.206,,0.02,,0.506,0.214,0.526,0.198,,,,,,,,,,,,,,,,,,
C2,2,posterior,osteotomy,complete_facetectomy,left,0.491,0.857,,,,0.473,0.863,0.492,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,
C3,3,posterior,osteotomy,complete_facetectomy,left,0.491,0.8385,,,,0.473,0.844,0.492,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,
C4,4,posterior,osteotomy,complete_facetectomy,left,0.491,0.819,,,,0.473,0.826,0.492,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,
C5,5,posterior,osteotomy,complete_facetectomy,left,0.491,0.8005,,,,0.473,0.807,0.492,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,
C6,6,posterior,osteotomy,complete_facetectomy,left,0.491,0.78,,,,0.473,0.792,0.492,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,
C7,7,posterior,osteotomy,complete_facetectomy,left,0.492,0.767,,,,0.478,0.767,0.492,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,
T1,8,posterior,osteotomy,complete_facetectomy,left,0.493,0.746,,,,0.481,0.746,0.493,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,
T2,9,posterior,osteotomy,complete_facetectomy,left,0.494,0.72,,,,0.481,0.72,0.494,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,
T3,10,posterior,osteotomy,complete_facetectomy,left,0.494,0.695,,,,0.481,0.695,0.494,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,
T4,11,posterior,osteotomy,complete_facetectomy,left,0.493,0.668,,,,0.481,0.668,0.493,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,
T5,12,posterior,osteotomy,complete_facetectomy,left,0.492,0.64,,,,0.481,0.64,0.492,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,
T6,13,posterior,osteotomy,complete_facetectomy,left,0.492,0.606,,,,0.48,0.606,0.492,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,
T7,14,posterior,osteotomy,complete_facetectomy,left,0.491,0.577,,,,0.479,0.577,0.491,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,
T8,15,posterior,osteotomy,complete_facetectomy,left,0.492,0.544,,,,0.476,0.544,0.492,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,
T9,16,posterior,osteotomy,complete_facetectomy,left,0.49,0.508,,,,0.477,0.508,0.49,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,
T10,17,posterior,osteotomy,complete_facetectomy,left,0.492,0.476,,,,0.478,0.476,0.492,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,
T11,18,posterior,osteotomy,complete_facetectomy,left,0.491,0.438,,,,0.478,0.438,0.491,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,
T12,19,posterior,osteotomy,complete_facetectomy,left,0.492,0.4,,,,0.483,0.4,0.492,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,
L1,20,posterior,osteotomy,complete_facetectomy,left,0.491,0.367,,,,0.483,0.367,0.491,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,
L2,21,posterior,osteotomy,complete_facetectomy,left,0.489,0.33,,,,0.478,0.33,0.489,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,
L3,22,posterior,osteotomy,complete_facetectomy,left,0.486,0.291,,,,0.474,0.291,0.486,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,
L4,23,posterior,osteotomy,complete_facetectomy,left,0.487,0.252,,,,0.476,0.252,0.487,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,
