icd10_code,three_digit,long_desc,major,sub_chapter,chapter
S12.530A,S12,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.530B,S12,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.530S,S12,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.531A,S12,"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.531B,S12,"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.531S,S12,"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.54XA,S12,"Type III traumatic spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.54XB,S12,"Type III traumatic spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.54XS,S12,"Type III traumatic spondylolisthesis of sixth cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.550A,S12,"Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.550B,S12,"Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.550S,S12,"Other traumatic displaced spondylolisthesis of sixth cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.551A,S12,"Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.551B,S12,"Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.551S,S12,"Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.590A,S12,"Other displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.590B,S12,"Other displaced fracture of sixth cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.590S,S12,"Other displaced fracture of sixth cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.591A,S12,"Other nondisplaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.591B,S12,"Other nondisplaced fracture of sixth cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.591S,S12,"Other nondisplaced fracture of sixth cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.600A,S12,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.600B,S12,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.600S,S12,"Unspecified displaced fracture of seventh cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.601A,S12,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.601B,S12,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.601S,S12,"Unspecified nondisplaced fracture of seventh cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.630A,S12,"Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.630B,S12,"Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.630S,S12,"Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.631A,S12,"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.631B,S12,"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.631S,S12,"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, sequela",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
S12.64XA,S12,"Type III traumatic spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",Fracture of cervical vertebra and other parts of neck,Injuries To The Neck,"Injury, poisoning and certain other consequences of external causes"
